company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country
LifeHOUSE Properties,https://www.linkedin.com/company/lifehouse-properties,lifehouseproperties.com,Hospitals and Health Care,Privately Held,1001-5000,112,-,Culver City,California,US
Premier Senior Living,https://www.linkedin.com/company/premierseniorliving,premierseniorliving.com,Hospitals and Health Care,Partnership,1001-5000,45,2003,Mount Pleasant,South Carolina,US
Kendamil North America,https://www.linkedin.com/company/kendamil,kendamil.com,Hospitals and Health Care,Privately Held,201-500,7,-,Boulder,Colorado,US
Tribeca Pediatrics,https://www.linkedin.com/company/tribeca-pediatrics,tribecapediatrics.com,Hospitals and Health Care,Privately Held,201-500,251,1994,New York,New York,US
Adara Home Health,https://www.linkedin.com/company/adara-home-health,adarahomehealth.com,Hospitals and Health Care,Privately Held,1001-5000,164,1989,Buffalo,Minnesota,US
Central Washington Hospital and Clinics,https://www.linkedin.com/company/central-washington-hospital,confluencehealth.org,Hospitals and Health Care,Nonprofit,1001-5000,315,1974,Wenatchee,Washington,US
AICA Orthopedics,https://www.linkedin.com/company/aicaortho&spine,aicaorthopedics.com,Hospitals and Health Care,Partnership,201-500,158,2003,Marietta,Georgia,US
Cambridge Health Group,https://www.linkedin.com/company/cambridge-health-group,cambridge-health.com,Hospitals and Health Care,Privately Held,1001-5000,14,-,-,-,US
PPE Buyer And Supplier Community,https://www.linkedin.com/company/ppe-buyer-and-supplier-community,bit.ly,Hospitals and Health Care,Self-Employed,201-500,7,2020,Califonia,-,US
Miller's Health Systems,https://www.linkedin.com/company/miller's-health-systems,millersmerrymanor.com,Hospitals and Health Care,Privately Held,1001-5000,258,1964,Warsaw,Indiana,US
Vincentian,https://www.linkedin.com/company/vincentian-collaborative-system,vcs.org,Hospitals and Health Care,Nonprofit,501-1000,258,1924,Pittsburgh,Pennsylvania,US
Vis-À-Vis Health,https://www.linkedin.com/company/vis-a-vis-health,visavishealth.com,Hospitals and Health Care,Privately Held,201-500,38,-,Brooklyn,New York,US
Owensboro Health,https://www.linkedin.com/company/owensboro-health,owensborohealth.org,Hospitals and Health Care,Nonprofit,1001-5000,2467,-,Owensboro,Kentucky,US
Stormont Vail Health,https://www.linkedin.com/company/stormont-vail-healthcare,stormontvail.org,Hospitals and Health Care,Nonprofit,1001-5000,2753,1884,Topeka,Kansas,US
Amphibious Medics,https://www.linkedin.com/company/amphibious-medics,amphibiousmedics.com,Hospitals and Health Care,Privately Held,201-500,446,2001,Orlando,Florida,US
Methodist Hospitals,https://www.linkedin.com/company/methodist-hospitals,methodisthospitals.org,Hospitals and Health Care,Nonprofit,1001-5000,2507,1923,Gary,Indiana,US
Saint Barnabas Medical Center,https://www.linkedin.com/company/saintbarnabasnj,rwjbh.org,Hospitals and Health Care,Nonprofit,1001-5000,1086,1865,Livingston,New Jersey,US
WellStar Atlanta Medical Center,https://www.linkedin.com/company/atlantamedicalcenter,wellstar.org,Hospitals and Health Care,Public Company,1001-5000,937,-,-,-,US
Jefferson Health - Northeast,https://www.linkedin.com/company/aria-health,jeffersonhealth.org,Hospitals and Health Care,Self-Owned,1001-5000,1493,-,Philadelphia,Pennsylvania,US
RMA of New York,https://www.linkedin.com/company/reproductive-medicine-associates-of-new-york,rmany.com,Hospitals and Health Care,Partnership,201-500,260,2001,New York,New York,US
Dallas Medical Center,https://www.linkedin.com/company/dallas-medical-center,dallasmedcenter.com,Hospitals and Health Care,Privately Held,501-1000,255,-,Dallas,Texas,US
MedQuest Imaging,https://www.linkedin.com/company/medquest-associates,mqimaging.com,Hospitals and Health Care,Privately Held,1001-5000,507,1996,Alpharetta,Georgia,US
Nobility RCM,https://www.linkedin.com/company/nobilityrcm,nobilityrcm.com,Hospitals and Health Care,Privately Held,201-500,99,2014,Scottsdale,Arizona,US
Robert Wood Johnson University Hospital Hamilton,https://www.linkedin.com/company/rwjuh-hamilton,linktr.ee,Hospitals and Health Care,Nonprofit,1001-5000,487,1971,Hamilton,New Jersey,US
Berkshire Health Systems,https://www.linkedin.com/company/berkshire-health-systems,berkshirehealthsystems.org,Hospitals and Health Care,Nonprofit,1001-5000,1865,-,Pittsfield,Massachusetts,US
Erie Family Health Centers,https://www.linkedin.com/company/erie-family-health-centers,eriefamilyhealth.org,Hospitals and Health Care,Nonprofit,501-1000,624,-,Chicago,Illinois,US
HCA HealthONE Swedish,https://www.linkedin.com/company/swedishmedicalcenter-,healthonecares.com,Hospitals and Health Care,Public Company,1001-5000,1753,-,Englewood,Colorado,US
Freeman Health System,https://www.linkedin.com/company/freeman-health-system,freemanhealth.com,Hospitals and Health Care,Nonprofit,1001-5000,2323,1925,Joplin,Missouri,US
Revecore,https://www.linkedin.com/company/revecore,revecore.com,Hospitals and Health Care,Privately Held,1001-5000,703,-,Franklin,Tennessee,US
HSHS St. John's Hospital,https://www.linkedin.com/company/st--john's-hospital,hshs.org,Hospitals and Health Care,Nonprofit,1001-5000,2563,1875,Springfield,Illinois,US
Medxcel,https://www.linkedin.com/company/medxcel,medxcel.com,Hospitals and Health Care,Privately Held,1001-5000,922,-,Indianapolis,Indiana,US
Brickyard Healthcare,https://www.linkedin.com/company/brickyard-healthcare,brickyardhc.com,Hospitals and Health Care,Privately Held,1001-5000,574,-,Indianapolis,Indiana,US
CRH Anesthesia,https://www.linkedin.com/company/crh-anesthesia,crhanesthesia.com,Hospitals and Health Care,Public Company,201-500,98,2014,Atlanta,Georgia,US
"Keystone Perfusion Services, P.C.",https://www.linkedin.com/company/keystone-perfusion-services-l-l-c,keystoneperfusion.com,Hospitals and Health Care,Privately Held,201-500,128,2013,Mount Pleasant,South Carolina,US
Thrive Senior Living,https://www.linkedin.com/company/thrive-senior-living,thrivesl.com,Hospitals and Health Care,Privately Held,1001-5000,137,2009,Atlanta,Georgia,US
Vera Whole Health,https://www.linkedin.com/company/verawholehealth,verawholehealth.com,Hospitals and Health Care,Privately Held,201-500,222,-,Sandy,Utah,US
Access Community Health Network,https://www.linkedin.com/company/access-community-health-network,achn.net,Hospitals and Health Care,Nonprofit,1001-5000,935,1993,Chicago,Illinois,US
Fetal Heart Society,https://www.linkedin.com/company/fetal-heart-society,fetalheartsociety.org,Hospitals and Health Care,Nonprofit,201-500,-,-,-,-,US
Surgicore Surgical Centers,https://www.linkedin.com/company/surgicore-surgical-centers-llc,facebook.com,Hospitals and Health Care,Privately Held,201-500,103,1990,New York,New York,US
Texas Nurses Association District 7,https://www.linkedin.com/company/tnadistrict7,nursingnetwork.com,Hospitals and Health Care,Nonprofit,201-500,-,1907,Temple,Texas,US
YKHC,https://www.linkedin.com/company/ykhc,ykhc.org,Hospitals and Health Care,Nonprofit,1001-5000,359,-,-,-,US
Medina General Hospital,https://www.linkedin.com/company/medina-general-hospital,metrohealth.org,Hospitals and Health Care,Nonprofit,1001-5000,253,-,-,-,US
Sunshine Terrace Foundation,https://www.linkedin.com/company/sunshine-terrace-foundation,sunshineterrace.com,Hospitals and Health Care,Nonprofit,201-500,143,1948,Logan,Utah,US
PriMED Physicians,https://www.linkedin.com/company/primed-physicians,primedphysicians.com,Hospitals and Health Care,Privately Held,201-500,138,1995,Dayton,Ohio,US
"Beaufort Jasper Hampton Comprehensive Health Services, Inc.",https://www.linkedin.com/company/beaufort-jasper-hampton-comprehensive-health-services-inc.,bjhchs.org,Hospitals and Health Care,Nonprofit,201-500,131,1970,Ridgeland,South Carolina,US
Children's Health of Northern California,https://www.linkedin.com/company/chonc,chonc.org,Hospitals and Health Care,Privately Held,201-500,122,1987,Saratoga,California,US
MatSu Regional Medical Center,https://www.linkedin.com/company/matsu-regional-medical-center,matsuregional.com,Hospitals and Health Care,Public Company,501-1000,234,-,-,-,US
Finger Lakes Community Health,https://www.linkedin.com/company/finger-lakes-community-health,localcommunityhealth.com,Hospitals and Health Care,Nonprofit,201-500,149,1989,Penn Yan,New York,US
Community Health Center of the North Country,https://www.linkedin.com/company/community-health-center-of-the-north-country,chcnorthcountry.org,Hospitals and Health Care,Nonprofit,201-500,74,1975,Canton,New York,US
"Villa St. Francis (Olathe, KS)",https://www.linkedin.com/company/villa-st-francis-olathe-ks-,villasf.org,Hospitals and Health Care,Nonprofit,201-500,64,1945,Olathe,Kansas,US
"Baylor Scott & White Heart and Vascular Hospital - Dallas, Fort Worth and Waxahachie",https://www.linkedin.com/company/baylor-scott-white-heart-and-vascular-hospital-dallas,bswhealth.com,Hospitals and Health Care,Partnership,501-1000,37,2002,Dallas,Texas,US
Procter Gamble Pharmaceuticals,https://www.linkedin.com/company/procter-gamble-pharmaceuticals,-,Hospitals and Health Care,-,201-500,23,-,Norwich,New York,US
Academy Of Emergency Medicine Pharmacists,https://www.linkedin.com/company/saemaemp,saem.org,Hospitals and Health Care,Educational,501-1000,1,2025,-,-,US
Anne Arundel County Department of Health,https://www.linkedin.com/company/aahealth,aahealth.org,Hospitals and Health Care,Government Agency,501-1000,314,-,Annapolis,Maryland,US
Jewish Home,https://www.linkedin.com/company/jewish-home,jhsf.org,Hospitals and Health Care,Nonprofit,501-1000,215,1871,San Francisco,California,US
Missouri Baptist Sullivan Hospital,https://www.linkedin.com/company/missouri-baptist-sullivan-hospital,missouribaptistsullivan.org,Hospitals and Health Care,Nonprofit,201-500,115,-,Sullivan,Missouri,US
Regional Care Network,https://www.linkedin.com/company/regional-care-network,regionalcarenetwork.com,Hospitals and Health Care,Privately Held,201-500,110,2019,New Rochelle,New York,US
Pontiac General Hospital,https://www.linkedin.com/company/pontiac-general-hospital,pontiacgeneral.com,Hospitals and Health Care,Privately Held,201-500,102,1902,-,-,US
Monroe Carell Jr. Children's Hospital,https://www.linkedin.com/company/monroe-carell-jr.-children's-hospital,childrenshospitalvanderbilt.org,Hospitals and Health Care,Nonprofit,1001-5000,396,-,Nashville,Tennessee,US
Metro West Ambulance,https://www.linkedin.com/company/metro-west-ambulance,us.com,Hospitals and Health Care,Privately Held,201-500,224,1953,Hillsboro,Oregon,US
The Brothers of Mercy Wellness Campus,https://www.linkedin.com/company/the-brothers-of-mercy-wellness-campus,brothersofmercy.org,Hospitals and Health Care,Nonprofit,501-1000,161,1924,Clarence,New York,US
"Brooks-TLC Hospital System, Inc.",https://www.linkedin.com/company/brooks-tlc-hospital-system,brookshospital.org,Hospitals and Health Care,Nonprofit,201-500,142,1898,Dunkirk,New York,US
Community Blood Center Dba Community Tissue Services,https://www.linkedin.com/company/community-blood-center-dba-community-tissue-services,-,Hospitals and Health Care,-,201-500,-,-,Dayton,Ohio,US
SAINT VINCENT REGIONAL MEDICAL CENTER,https://www.linkedin.com/company/saint-vincent-regional-medical-center,-,Hospitals and Health Care,-,501-1000,-,-,Santa Fe,New Mexico,US
Ssc Glen Burnie Operating Company Llc,https://www.linkedin.com/company/ssc-glen-burnie-operating-company-llc,-,Hospitals and Health Care,-,201-500,-,2005,Glen Burnie,Maryland,US
Medivage,https://www.linkedin.com/company/midegroupltd,medivage.com,Hospitals and Health Care,Privately Held,501-1000,-,2019,-,-,US
Veraseek,https://www.linkedin.com/company/veraseek,-,Hospitals and Health Care,Nonprofit,201-500,-,-,-,-,US
Symmes Life Care Inc,https://www.linkedin.com/company/symmes-life-care-inc,-,Hospitals and Health Care,-,201-500,-,-,Lexington,Massachusetts,US
Absolut Center For Nursing And Rehabilitation At Orchard Par,https://www.linkedin.com/company/absolut-center-for-nursing-and-rehabilitation-at-orchard-par,-,Hospitals and Health Care,-,201-500,-,2007,East Aurora,New York,US
Highland Community Development Corporation,https://www.linkedin.com/company/highland-community-development-corporation,-,Hospitals and Health Care,-,201-500,-,-,Pittsford,New York,US
Kaiser Fnd Hosp - Sacramento,https://www.linkedin.com/company/kaiser-fnd-hosp---sacramento,-,Hospitals and Health Care,-,1001-5000,-,-,Sacramento,California,US
Nys Federation Of Growers And Processors Associations Inc,https://www.linkedin.com/company/nys-federation-of-growers-and-processors-associations-inc,-,Hospitals and Health Care,-,201-500,-,-,Schenectady,New York,US
"Propath Holdings, Pllc",https://www.linkedin.com/company/propath-holdings-pllc,-,Hospitals and Health Care,-,201-500,-,2016,Dallas,Texas,US
Katherine Anthony,https://www.linkedin.com/company/siaka,-,Hospitals and Health Care,Self-Employed,201-500,-,-,-,-,US
"Macc Commonwealth Services, Inc",https://www.linkedin.com/company/macc-commonwealth-services-inc,mcwmn.org,Hospitals and Health Care,-,501-1000,-,2007,Minneapolis,Minnesota,US
Knox County Association For,https://www.linkedin.com/company/knox-county-association-for,-,Hospitals and Health Care,-,201-500,-,-,Vincennes,Indiana,US
"Hetian Hospital Management Co., Ltd",https://www.linkedin.com/company/%e5%ae%89%e5%be%bd%e5%92%8c%e5%a4%a9%e5%8c%bb%e9%99%a2%e7%ae%a1%e7%90%86%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8-hetian-hospital-management-co-ltd,hetiangroup.com,Hospitals and Health Care,Partnership,1001-5000,-,-,-,-,US
ST FRANCIS PHYSICIAN SERVICES INC,https://www.linkedin.com/company/st-francis-physician-services-inc,sfmpa.com,Hospitals and Health Care,-,1001-5000,-,-,Greenville,South Carolina,US
"Birch Ltc Group, Llc",https://www.linkedin.com/company/birch-ltc-group-llc,-,Hospitals and Health Care,-,201-500,-,2011,Smithfield,North Carolina,US
Northfield City Hospital & Nsg,https://www.linkedin.com/company/northfield-city-hospital-&-nsg,-,Hospitals and Health Care,-,201-500,-,-,Northfield,Minnesota,US
エルダリーケアサービス,https://www.linkedin.com/company/%e3%82%a8%e3%83%ab%e3%83%80%e3%83%aa%e3%83%bc%e3%82%b1%e3%82%a2%e3%82%b5%e3%83%bc%e3%83%93%e3%82%b9,elderly.jp,Hospitals and Health Care,Privately Held,1001-5000,-,-,-,-,US
Midwest Behaviorial Healthcare Mgmt,https://www.linkedin.com/company/midwest-behaviorial-healthcare-mgmt,-,Hospitals and Health Care,-,501-1000,-,-,Clinton,Missouri,US
Shannon Medical Management,https://www.linkedin.com/company/shannon-medical-management,-,Hospitals and Health Care,-,1001-5000,-,2007,San Angelo,Texas,US
"Care Virginia Management, Llc",https://www.linkedin.com/company/care-virginia-management-llc,-,Hospitals and Health Care,-,501-1000,-,-,Fort Lee,New Jersey,US
"CHRISTIAN HOME FOR THE AGED, INC. D/B/A APPALACHIAN CHRISTIAN VILLAGE",https://www.linkedin.com/company/christian-home-for-the-aged-inc.-d-b-a-appalachian-christian-village,-,Hospitals and Health Care,-,501-1000,-,-,Johnson City,Tennessee,US
Best Of Ceu India 2021,https://www.linkedin.com/company/best-of-ceu,-,Hospitals and Health Care,Nonprofit,201-500,-,-,-,-,US
Qp Health Care Services Llc,https://www.linkedin.com/company/qp-health-care-services-llc,-,Hospitals and Health Care,-,1001-5000,-,2011,Lakewood,Colorado,US
Rabia Hospitals,https://www.linkedin.com/company/rabia-hospitals,rabiahospitals.com,Hospitals and Health Care,Sole Proprietorship,1001-5000,21,-,-,-,US
Health Callings,https://www.linkedin.com/company/health-callings,healthcallings.com,Hospitals and Health Care,Public Company,201-500,14,-,Urbandale,Iowa,US
LivantaCares,https://www.linkedin.com/company/livanta-bfcc-qio,cms.gov,Hospitals and Health Care,Privately Held,201-500,13,2004,Annapolis Junction,Maryland,US
ACUTBAT,https://www.linkedin.com/company/acutbat,-,Hospitals and Health Care,Educational Institution,201-500,11,-,-,-,US
Sarasota Memorial's Brian D. Jellison Cancer Institute,https://www.linkedin.com/company/sarasota-memorial-brian-d-jellison-cancer-institute,smh.com,Hospitals and Health Care,Nonprofit,201-500,4,2021,Sarasota,Florida,US
New Summit Thrive of Lake County,https://www.linkedin.com/company/new-summit-thrive-of-lake-county,thriveahead.com,Hospitals and Health Care,Public Company,201-500,2,-,Mundelein,Illinois,US
Black Family Stem Cell Institute,https://www.linkedin.com/company/sinaistemcell,mssm.edu,Hospitals and Health Care,Educational,1001-5000,-,2007,New York,New York,US
مشفى,https://www.linkedin.com/company/al-bassel-heart-institute-%d9%85%d8%b1%d9%83%d8%b2-%d8%a7%d9%84%d8%a8%d8%a7%d8%b3%d9%84-%d9%84%d8%a3%d9%85%d8%b1%d8%a7%d8%b6-%d9%88%d8%ac%d8%b1%d8%a7%d8%ad%d8%a9-%d8%a7%d9%84%d9%82%d9%84%d8%a8,bhisyria.sy,Hospitals and Health Care,Public Company,1001-5000,362,1998,-,-,US
