name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
Bilfinger Energy Transition,bilfinger.com,https://www.linkedin.com/company/bilfinger-energy-transition,Industrial Machinery Manufacturing,Public Company,501-1000,6088,-,Oberhausen,-,Germany,https://www.bilfinger.com/en/markets/energy
"Metalcraft of Mayville, Inc.",mtlcraft.com,https://www.linkedin.com/company/metalcraft-of-mayville,Industrial Machinery Manufacturing,Privately Held,501-1000,6074,1974,Mayville,Wisconsin,United States,https://www.mtlcraft.com
Ifor Williams Trailers Ltd,iwt.co.uk,https://www.linkedin.com/company/ifor-williams-trailers-ltd,Industrial Machinery Manufacturing,Privately Held,501-1000,6064,1958,-,-,United Kingdom,https://www.iwt.co.uk
"Ford, Bacon & Davis, Llc",fbd.com,https://www.linkedin.com/company/ford-bacon-&-davis,Industrial Machinery Manufacturing,Privately Held,501-1000,6043,-,Baton Rouge,Louisiana,United States,https://www.fbd.com
Basx,basx.com,https://www.linkedin.com/company/basx-solutions-llc,Machinery Manufacturing,Privately Held,501-1000,5962,2013,Redmond,Oregon,United States,https://www.basx.com
iwis,iwis.com,https://www.linkedin.com/company/iwis,Industrial Machinery Manufacturing,Privately Held,1001-5000,5944,-,Munchen,Bayern,Germany,https://www.iwis.com
"Ryan Fireprotection, Inc.",ryanfp.com,https://www.linkedin.com/company/ryan-fire-protection,Industrial Machinery Manufacturing,Privately Held,501-1000,5904,1989,Noblesville,Indiana,United States,https://www.ryanfp.com
Crenlo Engineered Cabs,engineeredcabs.com,https://www.linkedin.com/company/crenlo-llc,Industrial Machinery Manufacturing,Privately Held,501-1000,5845,1951,Rochester,Minnesota,United States,https://www.engineeredcabs.com
Kmf Group Ltd,kmf.co.uk,https://www.linkedin.com/company/kmf-precision-sheet-metal-ltd,Industrial Machinery Manufacturing,Privately Held,501-1000,5822,1971,Newcastle Under Lyme,-,United Kingdom,https://www.kmf.co.uk
BST GmbH,bst.group,https://www.linkedin.com/company/bst-eltromat-international-gmbh,Machinery Manufacturing,Public Company,501-1000,5819,1979,Bielefeld,Nordrhein-Westfalen,Germany,https://www.bst.group
Dunkermotoren,dunkermotoren.com,https://www.linkedin.com/company/dunkermotoren-usa-inc,Industrial Automation,Public Company,1001-5000,5814,1950,Bonndorf,-,Germany,https://www.dunkermotoren.com
Oskar Frech Gmbh Co. Kg,frechgroup.com,https://www.linkedin.com/company/oskar-frech-gmbh-co-kg,Industrial Machinery Manufacturing,Privately Held,501-1000,5805,1949,Schorndorf,-,Germany,https://www.frechgroup.com
Flexco Australia,flexco.com.au,https://www.linkedin.com/company/flexco-aust-,Agriculture; Construction; Mining Machinery Manufacturing,Privately Held,501-1000,5781,1907,Norwest,-,Australia,https://www.flexco.com.au
"ClimateMaster, Inc.",climatemaster.com,https://www.linkedin.com/company/climatemaster-inc-,Machinery Manufacturing,Privately Held,501-1000,5779,-,Oklahoma City,Oklahoma,United States,https://www.climatemaster.com
Claudius Peters,claudiuspeters.com,https://www.linkedin.com/company/claudius-peters,Industrial Machinery Manufacturing,Privately Held,501-1000,5834,1906,Buxtehude,Ni,Germany,https://www.claudiuspeters.com
Excelitas Noblelight,noblelight.com,https://www.linkedin.com/company/excelitas-noblelight,Machinery Manufacturing,Privately Held,501-1000,5766,1992,Kleinostheim,Bavaria,Germany,https://www.noblelight.com
Star SU LLC,star-su.com,https://www.linkedin.com/company/star-su-llc,Machinery Manufacturing,Privately Held,501-1000,5752,2002,Hoffman Estates,Illinois,United States,https://www.star-su.com
Engel Dach,engelglobal.com,https://www.linkedin.com/company/engel-dach,Machinery Manufacturing,Privately Held,5001-10000,5738,1945,Nürnberg,-,Germany,https://www.engelglobal.com/de/de.html
AL-KO Gardentech,al-ko.com,https://www.linkedin.com/company/al-ko-gardentech,Machinery Manufacturing,Privately Held,501-1000,5727,1931,Kotz,Bayern,Germany,https://al-ko.com
Lns North America,lns-northamerica.com,https://www.linkedin.com/company/lns-northamerica,Machinery Manufacturing,Privately Held,501-1000,5707,1973,Cincinnati,Ohio,United States,https://www.lns-northamerica.com
Caterpillar Energy Solutions GmbH,caterpillar-energy-solutions.com,https://www.linkedin.com/company/caterpillar-energy-solutions-gmbh,Machinery Manufacturing,Public Company,1001-5000,5644,-,Mannheim,-,Germany,https://caterpillar-energy-solutions.com
Blickle Group,blickle.com,https://www.linkedin.com/company/blickle-group,Industrial Machinery Manufacturing,Public Company,1001-5000,5642,1953,Rosenfeld,Baden-Wurttemberg,Germany,https://www.blickle.com
Harvey Performance Company,harveyperformance.com,https://www.linkedin.com/company/harveyperformance,Industrial Machinery Manufacturing,Privately Held,501-1000,5642,2017,Rowley,Massachusetts,United States,https://www.harveyperformance.com
Habasit America,habasitamerica.com,https://www.linkedin.com/company/habasit-america,Automation Machinery Manufacturing,Privately Held,501-1000,5635,1967,Suwanee,Georgia,United States,https://www.habasitamerica.com
Tii Group,tii-group.com,https://www.linkedin.com/company/tii-group,Machinery Manufacturing,Public Company,501-1000,5597,-,Heilbronn,-,Germany,https://www.tii-group.com
Robatherm,robatherm.com,https://www.linkedin.com/company/robatherm,Machinery Manufacturing,Privately Held,501-1000,5591,-,Jettingen-scheppach,-,Germany,https://www.robatherm.com
Tünkers Maschinenbau Gmbh,tuenkers.de,https://www.linkedin.com/company/tuenkers,Industrial Automation,Public Company,1001-5000,5579,1962,Ratingen,Nordrhein-Westfalen,Germany,https://www.tuenkers.de
Vermeer Australia,vermeeraustralia.com.au,https://www.linkedin.com/company/vermeer-australia,Machinery Manufacturing,Privately Held,501-1000,5548,1989,Richlands,-,Australia,https://www.vermeeraustralia.com.au
Diamond-Drives By Timken,diamonddrives.com,https://www.linkedin.com/company/diamond-drives-by-timken,Industrial Machinery Manufacturing,Public Company,501-1000,5464,-,Fulton,Illinois,United States,https://www.diamonddrives.com
Arnold Machinery Company,arnoldmachinery.com,https://www.linkedin.com/company/arnold-machinery-company,Machinery Manufacturing,Privately Held,501-1000,5435,1929,Salt Lake City,Utah,United States,https://www.arnoldmachinery.com
Radwell International-United Kingdom,radwell.eu,https://www.linkedin.com/company/radwell-international-uk,Automation Machinery Manufacturing,Privately Held,1001-5000,5425,1979,Newcastle-under-lyme,-,United Kingdom,https://www.radwell.eu/uk
Mayr Antriebstechnik,mayr.com,https://www.linkedin.com/company/mayrantriebstechnik,Industrial Machinery Manufacturing,Privately Held,1001-5000,5361,1897,Mauerstetten,-,Germany,https://www.mayr.com
Deublin Company,deublin.com,https://www.linkedin.com/company/deublin-company,Industrial Machinery Manufacturing,Privately Held,501-1000,5320,1945,Waukegan,Illinois,United States,https://www.deublin.com
BOWE GROUP,bowe.com,https://www.linkedin.com/company/bowe-group,Automation Machinery Manufacturing,Privately Held,501-1000,5318,1945,Augsburg,Bayern,Germany,https://www.bowe.com
Blickle Dach,blickle.de,https://www.linkedin.com/company/blickle-dach,Industrial Machinery Manufacturing,Privately Held,1001-5000,5289,1953,Rosenfeld,Baden-Wurttemberg,Germany,https://www.blickle.de
Wood-Mizer Llc,woodmizer.com,https://www.linkedin.com/company/wood-mizer-products,Machinery Manufacturing,Privately Held,501-1000,5287,1982,Indianapolis,Indiana,United States,https://woodmizer.com/us
Bauer Kompressoren Group,bauer-kompressoren.de,https://www.linkedin.com/company/bauerkompressorengroup,Industrial Machinery Manufacturing,Privately Held,1001-5000,5243,1946,Munich,-,Germany,https://www.bauer-kompressoren.de/en
SurfacePrep,surfaceprep.com,https://www.linkedin.com/company/surfaceprep,Industrial Machinery Manufacturing,Privately Held,501-1000,5240,1956,Byron Center,Michigan,United States,https://www.surfaceprep.com
Baumann Automation,baumann-automation.com,https://www.linkedin.com/company/baumann-gmbh,Industrial Automation,Privately Held,501-1000,5233,1984,Amberg,Bavaria,Germany,https://baumann-automation.com
"DeSHAZO, LLC",deshazo.com,https://www.linkedin.com/company/deshazo-llc,Machinery Manufacturing,Privately Held,501-1000,5226,1972,Bessemer,Alabama,United States,https://www.deshazo.com
Yamato Scale Europe,yamatoscale.de,https://www.linkedin.com/company/yamato-scale-gmbh,Machinery Manufacturing,Privately Held,1001-5000,5211,1922,Willich,Nrw,Germany,https://www.yamatoscale.de/home.html
Gesipa,gesipa.com,https://www.linkedin.com/company/gesipa,Industrial Machinery Manufacturing,Public Company,501-1000,5181,1955,Mörfelden-walldorf,-,Germany,https://www.gesipa.com
Alvance British Aluminium,alvancebritishaluminium.com,https://www.linkedin.com/company/alvance-aluminium-group,Industrial Machinery Manufacturing,Privately Held,501-1000,5153,2020,Fort William Lochaber,-,United Kingdom,https://alvancebritishaluminium.com
STAHLWILLE Eduard Wille GmbH,stahlwille.com,https://www.linkedin.com/company/stahlwilletoolexperts,Industrial Machinery Manufacturing,Privately Held,501-1000,5146,-,Wuppertal,North Rhine-Westphalia,Germany,https://www.stahlwille.com
Kjellberg Finsterwalde,kjellberg.de,https://www.linkedin.com/company/kjellberg-finsterwalde,Machinery Manufacturing,Public Company,501-1000,4987,1922,Finsterwalde,Brandenburg,Germany,https://www.kjellberg.de/de/impressum.html
Manchester Tank and Equipment,mantank.com,https://www.linkedin.com/company/manchester-tank-and-equipment,Machinery Manufacturing,Privately Held,501-1000,4982,1946,Franklin,Tennessee,United States,https://www.mantank.com
Pva Tepla Ag,pvatepla.com,https://www.linkedin.com/company/pva-tepla-ag,Machinery Manufacturing,Public Company,1001-5000,4944,-,Wettenberg,-,Germany,https://www.pvatepla.com
Rotor Clip,rotorclip.com,https://www.linkedin.com/company/rotor-clip,Industrial Machinery Manufacturing,Privately Held,501-1000,4952,1957,Somerset,New Jersey,United States,https://www.rotorclip.com
Hikoki Power Tools Europe,hikoki-powertools.eu,https://www.linkedin.com/company/hikoki-europe,Industrial Machinery Manufacturing,Self-Owned,5001-10000,4886,-,Nurtingen,-,Germany,https://hikoki-powertools.eu/en
Huawei Fusionsolar Deutschland,huawei.com,https://www.linkedin.com/company/huawei-fusionsolar-deutschland,Industrial Machinery Manufacturing,Public Company,10001+,4883,1987,Dusseldorf,North Rhine-Westphalia,Germany,https://solar.huawei.com/de
Moog In The Uk,moog.co.uk,https://www.linkedin.com/company/moog-in-the-uk,Industrial Machinery Manufacturing,Public Company,1001-5000,4867,1951,Tewkesbury,-,United Kingdom,https://www.moog.co.uk
Teejet Technologies,teejet.com,https://www.linkedin.com/company/teejet-technologies,Machinery Manufacturing,Privately Held,501-1000,4862,1937,Glendale Heights,Illinois,United States,https://www.teejet.com
Vision Systems Design,vision-systems.com,https://www.linkedin.com/company/vision-systems-design,Automation Machinery Manufacturing,Privately Held,501-1000,4859,-,Nashua,New Hampshire,United States,https://www.vision-systems.com
GEOTEK LLC,geotek.com,https://www.linkedin.com/company/geotek_2,Industrial Machinery Manufacturing,Privately Held,501-1000,4850,1990,Stewartville,Minnesota,United States,https://www.geotek.com
Jfy International,jfy-international.com,https://www.linkedin.com/company/jfy-international,Machinery Manufacturing,Privately Held,501-1000,4841,1989,Stuttgart,Baden-Wurttemberg,Germany,https://www.jfy-international.com
TOX® Germany,tox.com,https://www.linkedin.com/company/tox-germany,Machinery Manufacturing,Privately Held,1001-5000,4798,1978,Weingarten,-,Germany,https://www.tox.com
Felsomat Gmbh & Co. Kg,felsomat.de,https://www.linkedin.com/company/felsomat-gmbh-co-kg,Machinery Manufacturing,Partnership,501-1000,4784,1981,Königsbach-stein,-,Germany,https://www.felsomat.de
Nem Balcke-Dürr Gmbh,nem-energy.com,https://www.linkedin.com/company/balcke-duerr,Machinery Manufacturing,Self-Owned,501-1000,4777,-,Dusseldorf,Nordrhein-Westfalen,Germany,https://nem-energy.com
Dockweiler Ag,dockweiler.com,https://www.linkedin.com/company/dockweiler,Fabricated Metal Products,Public Company,501-1000,4767,1955,Neustadt-glewe,-,Germany,https://www.dockweiler.com
New York Blower Company,nyb.com,https://www.linkedin.com/company/new-york-blower-company,Industrial Machinery Manufacturing,Privately Held,501-1000,4750,1889,Willowbrook,Illinois,United States,https://www.nyb.com
Driventic,driventic.com,https://www.linkedin.com/company/driventic,Machinery Manufacturing,Public Company,1001-5000,4731,2025,Heidenheim An Der Brenz,Baden-Wurttemberg,Germany,https://driventic.com
Iwaki America Inc.,iwakiamerica.com,https://www.linkedin.com/company/iwaki-america,Industrial Machinery Manufacturing,Public Company,501-1000,4750,1974,Holliston,Massachusetts,United States,https://iwakiamerica.com
Goss International,gossinternational.com,https://www.linkedin.com/company/goss-international,Machinery Manufacturing,Privately Held,501-1000,4725,1850,Durham,New Hampshire,United States,https://www.gossinternational.com
F.Ee Gmbh,fee.de,https://www.linkedin.com/company/f-ee-gmbh,Automation Machinery Manufacturing,Self-Owned,1001-5000,4718,1982,Neunburg Vorm Wald,-,Germany,https://www.fee.de
Ringfeder Power Transmission,ringfeder.com,https://www.linkedin.com/company/ringfeder-power-transmission,Machinery Manufacturing,Public Company,501-1000,4704,1922,Groß-umstadt,-,Germany,https://www.ringfeder.com
Vetter Forks,forks.com,https://www.linkedin.com/company/vetter-industrie-gmbh,Machinery Manufacturing,Public Company,501-1000,4695,1889,57299,-,Germany,https://www.forks.com
Yamaha Robotics Emea,yamaha-motor-robotics.de,https://www.linkedin.com/company/yamaha-robotics-emea,Automation Machinery Manufacturing,Privately Held,1001-5000,4694,2011,Neuss,Nrw,Germany,https://yamaha-motor-robotics.de
FloWorks,gofloworks.com,https://www.linkedin.com/company/floworks-international,Automation Machinery Manufacturing,Privately Held,501-1000,4690,1974,Houston,Texas,United States,https://www.gofloworks.com
Weiler,weilerproducts.com,https://www.linkedin.com/company/weiler,Machinery Manufacturing,Privately Held,501-1000,4672,2000,Knoxville,Iowa,United States,https://www.weilerproducts.com
Desma Elastomertechnik,desma.biz,https://www.linkedin.com/company/kloecknerdesma,Machinery Manufacturing,Self-Owned,501-1000,4627,1965,Fridingen,-,Germany,https://www.desma.biz
Al-Ko Airtech,alko-airtech.com,https://www.linkedin.com/company/alkoairtech,Industrial Machinery Manufacturing,Public Company,501-1000,4577,1975,Jettingen-Scheppach,-,Germany,https://alko-airtech.com
Matthews Engineering,matthews-engineering.com,https://www.linkedin.com/company/matthews-engineering,Machinery Manufacturing,Public Company,1001-5000,4571,-,Vreden,-,Germany,https://matthews-engineering.com
Australian Beef Sustainability Framework,sustainableaustralianbeef.com.au,https://www.linkedin.com/company/australian-beef-sustainability-framework,Agriculture; Construction; Mining Machinery Manufacturing,Partnership,10001+,4569,2017,Australia,-,Australia,https://www.sustainableaustralianbeef.com.au
Am Solutions - 3d Post Processing Technology,solutions-for-am.com,https://www.linkedin.com/company/am-solutions-3d-post-processing-technology,Machinery Manufacturing,Privately Held,1001-5000,4568,2019,Untermerzbach,-,Germany,https://www.solutions-for-am.com/en/mandatory-information
